"REF_DATE","GEO","DGUID","National Occupational Classification","Job vacancy characteristics","Statistics","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020-10","Alberta","2016A000248","Business, finance and administration occupations [1]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105328071","10.3.23.5","24.30","A","","","2"
"2021-01","Alberta","2016A000248","Business, finance and administration occupations [1]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105328071","10.3.23.5","24.30","A","","","2"
"2021-04","Alberta","2016A000248","Business, finance and administration occupations [1]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105328071","10.3.23.5","23.65","A","","","2"
"2021-07","Alberta","2016A000248","Business, finance and administration occupations [1]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105328071","10.3.23.5","25.75","A","","","2"
"2021-10","Alberta","2016A000248","Business, finance and administration occupations [1]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105328071","10.3.23.5","25.75","A","","","2"
"2022-01","Alberta","2016A000248","Business, finance and administration occupations [1]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105328071","10.3.23.5","25.80","A","","","2"
"2022-04","Alberta","2016A000248","Business, finance and administration occupations [1]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105328071","10.3.23.5","25.65","A","","","2"
"2022-07","Alberta","2016A000248","Business, finance and administration occupations [1]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105328071","10.3.23.5","25.60","A","","","2"
"2022-10","Alberta","2016A000248","Business, finance and administration occupations [1]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105328071","10.3.23.5","26.95","A","","","2"
"2023-01","Alberta","2016A000248","Business, finance and administration occupations [1]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105328071","10.3.23.5","26.65","A","","","2"
"2023-04","Alberta","2016A000248","Business, finance and administration occupations [1]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105328071","10.3.23.5","27.75","A","","","2"
"2023-07","Alberta","2016A000248","Business, finance and administration occupations [1]","Duration of job vacancy, all durations","Average offered hourly wage","Dollars","81","units","0","v105328071","10.3.23.5","27.05","A","","","2"
"2015-01","Alberta","2016A000248","Business, finance and administration occupations [1]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105328074","10.3.24.5","","..","","","2"
"2015-04","Alberta","2016A000248","Business, finance and administration occupations [1]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105328074","10.3.24.5","21.95","A","","","2"
"2015-07","Alberta","2016A000248","Business, finance and administration occupations [1]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105328074","10.3.24.5","21.15","B","","","2"
"2015-10","Alberta","2016A000248","Business, finance and administration occupations [1]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105328074","10.3.24.5","22.35","A","","","2"
"2016-01","Alberta","2016A000248","Business, finance and administration occupations [1]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105328074","10.3.24.5","21.85","A","","","2"
"2016-04","Alberta","2016A000248","Business, finance and administration occupations [1]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105328074","10.3.24.5","22.45","A","","","2"
"2016-07","Alberta","2016A000248","Business, finance and administration occupations [1]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105328074","10.3.24.5","22.55","A","","","2"
"2016-10","Alberta","2016A000248","Business, finance and administration occupations [1]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105328074","10.3.24.5","22.85","A","","","2"
"2017-01","Alberta","2016A000248","Business, finance and administration occupations [1]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105328074","10.3.24.5","21.50","A","","","2"
"2017-04","Alberta","2016A000248","Business, finance and administration occupations [1]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105328074","10.3.24.5","21.45","A","","","2"
"2017-07","Alberta","2016A000248","Business, finance and administration occupations [1]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105328074","10.3.24.5","23.40","A","","","2"
"2017-10","Alberta","2016A000248","Business, finance and administration occupations [1]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105328074","10.3.24.5","22.05","A","","","2"
"2018-01","Alberta","2016A000248","Business, finance and administration occupations [1]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105328074","10.3.24.5","22.25","A","","","2"
"2018-04","Alberta","2016A000248","Business, finance and administration occupations [1]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105328074","10.3.24.5","23.35","A","","","2"
"2018-07","Alberta","2016A000248","Business, finance and administration occupations [1]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105328074","10.3.24.5","25.00","A","","","2"
"2018-10","Alberta","2016A000248","Business, finance and administration occupations [1]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105328074","10.3.24.5","24.20","A","","","2"
"2019-01","Alberta","2016A000248","Business, finance and administration occupations [1]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105328074","10.3.24.5","23.45","A","","","2"
"2019-04","Alberta","2016A000248","Business, finance and administration occupations [1]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105328074","10.3.24.5","24.40","A","","","2"
"2019-07","Alberta","2016A000248","Business, finance and administration occupations [1]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105328074","10.3.24.5","23.75","A","","","2"
"2019-10","Alberta","2016A000248","Business, finance and administration occupations [1]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105328074","10.3.24.5","24.60","A","","","2"
"2020-01","Alberta","2016A000248","Business, finance and administration occupations [1]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105328074","10.3.24.5","24.55","A","","","2"
"2020-10","Alberta","2016A000248","Business, finance and administration occupations [1]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105328074","10.3.24.5","23.25","A","","","2"
"2021-01","Alberta","2016A000248","Business, finance and administration occupations [1]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105328074","10.3.24.5","23.20","A","","","2"
"2021-04","Alberta","2016A000248","Business, finance and administration occupations [1]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105328074","10.3.24.5","23.30","A","","","2"
"2021-07","Alberta","2016A000248","Business, finance and administration occupations [1]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105328074","10.3.24.5","25.65","A","","","2"
"2021-10","Alberta","2016A000248","Business, finance and administration occupations [1]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105328074","10.3.24.5","24.50","A","","","2"
"2022-01","Alberta","2016A000248","Business, finance and administration occupations [1]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105328074","10.3.24.5","25.00","A","","","2"
"2022-04","Alberta","2016A000248","Business, finance and administration occupations [1]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105328074","10.3.24.5","24.90","A","","","2"
"2022-07","Alberta","2016A000248","Business, finance and administration occupations [1]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105328074","10.3.24.5","25.45","A","","","2"
"2022-10","Alberta","2016A000248","Business, finance and administration occupations [1]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105328074","10.3.24.5","25.35","A","","","2"
"2023-01","Alberta","2016A000248","Business, finance and administration occupations [1]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105328074","10.3.24.5","24.65","A","","","2"
"2023-04","Alberta","2016A000248","Business, finance and administration occupations [1]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105328074","10.3.24.5","26.55","A","","","2"
"2023-07","Alberta","2016A000248","Business, finance and administration occupations [1]","Less than 15 days","Average offered hourly wage","Dollars","81","units","0","v105328074","10.3.24.5","25.00","A","","","2"
"2015-01","Alberta","2016A000248","Business, finance and administration occupations [1]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105328077","10.3.25.5","","..","","","2"
"2015-04","Alberta","2016A000248","Business, finance and administration occupations [1]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105328077","10.3.25.5","22.55","A","","","2"
"2015-07","Alberta","2016A000248","Business, finance and administration occupations [1]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105328077","10.3.25.5","23.70","A","","","2"
"2015-10","Alberta","2016A000248","Business, finance and administration occupations [1]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105328077","10.3.25.5","24.30","A","","","2"
"2016-01","Alberta","2016A000248","Business, finance and administration occupations [1]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105328077","10.3.25.5","24.05","A","","","2"
"2016-04","Alberta","2016A000248","Business, finance and administration occupations [1]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105328077","10.3.25.5","23.00","A","","","2"
"2016-07","Alberta","2016A000248","Business, finance and administration occupations [1]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105328077","10.3.25.5","24.65","A","","","2"
"2016-10","Alberta","2016A000248","Business, finance and administration occupations [1]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105328077","10.3.25.5","23.25","A","","","2"
"2017-01","Alberta","2016A000248","Business, finance and administration occupations [1]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105328077","10.3.25.5","23.75","A","","","2"
"2017-04","Alberta","2016A000248","Business, finance and administration occupations [1]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105328077","10.3.25.5","22.25","A","","","2"
"2017-07","Alberta","2016A000248","Business, finance and administration occupations [1]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105328077","10.3.25.5","23.50","A","","","2"
"2017-10","Alberta","2016A000248","Business, finance and administration occupations [1]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105328077","10.3.25.5","22.90","A","","","2"
"2018-01","Alberta","2016A000248","Business, finance and administration occupations [1]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105328077","10.3.25.5","22.30","A","","","2"
"2018-04","Alberta","2016A000248","Business, finance and administration occupations [1]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105328077","10.3.25.5","24.85","A","","","2"
"2018-07","Alberta","2016A000248","Business, finance and administration occupations [1]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105328077","10.3.25.5","22.90","B","","","2"
"2018-10","Alberta","2016A000248","Business, finance and administration occupations [1]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105328077","10.3.25.5","24.90","A","","","2"
"2019-01","Alberta","2016A000248","Business, finance and administration occupations [1]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105328077","10.3.25.5","26.25","A","","","2"
"2019-04","Alberta","2016A000248","Business, finance and administration occupations [1]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105328077","10.3.25.5","24.75","A","","","2"
"2019-07","Alberta","2016A000248","Business, finance and administration occupations [1]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105328077","10.3.25.5","27.35","A","","","2"
"2019-10","Alberta","2016A000248","Business, finance and administration occupations [1]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105328077","10.3.25.5","24.95","A","","","2"
"2020-01","Alberta","2016A000248","Business, finance and administration occupations [1]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105328077","10.3.25.5","24.35","A","","","2"
"2020-10","Alberta","2016A000248","Business, finance and administration occupations [1]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105328077","10.3.25.5","25.80","A","","","2"
"2021-01","Alberta","2016A000248","Business, finance and administration occupations [1]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105328077","10.3.25.5","26.85","A","","","2"
"2021-04","Alberta","2016A000248","Business, finance and administration occupations [1]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105328077","10.3.25.5","23.30","A","","","2"
"2021-07","Alberta","2016A000248","Business, finance and administration occupations [1]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105328077","10.3.25.5","25.65","A","","","2"
"2021-10","Alberta","2016A000248","Business, finance and administration occupations [1]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105328077","10.3.25.5","26.25","A","","","2"
"2022-01","Alberta","2016A000248","Business, finance and administration occupations [1]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105328077","10.3.25.5","26.15","A","","","2"
"2022-04","Alberta","2016A000248","Business, finance and administration occupations [1]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105328077","10.3.25.5","25.90","A","","","2"
"2022-07","Alberta","2016A000248","Business, finance and administration occupations [1]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105328077","10.3.25.5","26.40","A","","","2"
"2022-10","Alberta","2016A000248","Business, finance and administration occupations [1]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105328077","10.3.25.5","26.30","A","","","2"
"2023-01","Alberta","2016A000248","Business, finance and administration occupations [1]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105328077","10.3.25.5","27.10","A","","","2"
"2023-04","Alberta","2016A000248","Business, finance and administration occupations [1]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105328077","10.3.25.5","28.35","A","","","2"
"2023-07","Alberta","2016A000248","Business, finance and administration occupations [1]","15 to 29 days","Average offered hourly wage","Dollars","81","units","0","v105328077","10.3.25.5","27.15","A","","","2"
"2015-01","Alberta","2016A000248","Business, finance and administration occupations [1]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105328080","10.3.26.5","","..","","","2"
"2015-04","Alberta","2016A000248","Business, finance and administration occupations [1]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105328080","10.3.26.5","23.20","B","","","2"
"2015-07","Alberta","2016A000248","Business, finance and administration occupations [1]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105328080","10.3.26.5","23.10","A","","","2"
"2015-10","Alberta","2016A000248","Business, finance and administration occupations [1]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105328080","10.3.26.5","24.45","A","","","2"
"2016-01","Alberta","2016A000248","Business, finance and administration occupations [1]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105328080","10.3.26.5","27.10","A","","","2"
"2016-04","Alberta","2016A000248","Business, finance and administration occupations [1]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105328080","10.3.26.5","23.80","A","","","2"
"2016-07","Alberta","2016A000248","Business, finance and administration occupations [1]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105328080","10.3.26.5","29.95","B","","","2"
"2016-10","Alberta","2016A000248","Business, finance and administration occupations [1]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105328080","10.3.26.5","24.45","A","","","2"
"2017-01","Alberta","2016A000248","Business, finance and administration occupations [1]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105328080","10.3.26.5","24.25","B","","","2"
"2017-04","Alberta","2016A000248","Business, finance and administration occupations [1]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105328080","10.3.26.5","25.10","A","","","2"
"2017-07","Alberta","2016A000248","Business, finance and administration occupations [1]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105328080","10.3.26.5","23.95","A","","","2"
"2017-10","Alberta","2016A000248","Business, finance and administration occupations [1]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105328080","10.3.26.5","22.30","C","","","2"
"2018-01","Alberta","2016A000248","Business, finance and administration occupations [1]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105328080","10.3.26.5","23.80","B","","","2"
"2018-04","Alberta","2016A000248","Business, finance and administration occupations [1]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105328080","10.3.26.5","26.15","B","","","2"
"2018-07","Alberta","2016A000248","Business, finance and administration occupations [1]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105328080","10.3.26.5","25.60","A","","","2"
"2018-10","Alberta","2016A000248","Business, finance and administration occupations [1]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105328080","10.3.26.5","25.10","A","","","2"
"2019-01","Alberta","2016A000248","Business, finance and administration occupations [1]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105328080","10.3.26.5","27.60","A","","","2"
"2019-04","Alberta","2016A000248","Business, finance and administration occupations [1]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105328080","10.3.26.5","26.50","A","","","2"
"2019-07","Alberta","2016A000248","Business, finance and administration occupations [1]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105328080","10.3.26.5","25.60","A","","","2"
"2019-10","Alberta","2016A000248","Business, finance and administration occupations [1]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105328080","10.3.26.5","26.40","A","","","2"
"2020-01","Alberta","2016A000248","Business, finance and administration occupations [1]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105328080","10.3.26.5","25.25","A","","","2"
"2020-10","Alberta","2016A000248","Business, finance and administration occupations [1]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105328080","10.3.26.5","25.10","A","","","2"
"2021-01","Alberta","2016A000248","Business, finance and administration occupations [1]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105328080","10.3.26.5","24.70","A","","","2"
"2021-04","Alberta","2016A000248","Business, finance and administration occupations [1]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105328080","10.3.26.5","24.05","A","","","2"
"2021-07","Alberta","2016A000248","Business, finance and administration occupations [1]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105328080","10.3.26.5","25.85","A","","","2"
"2021-10","Alberta","2016A000248","Business, finance and administration occupations [1]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105328080","10.3.26.5","26.80","A","","","2"
"2022-01","Alberta","2016A000248","Business, finance and administration occupations [1]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105328080","10.3.26.5","26.50","A","","","2"
"2022-04","Alberta","2016A000248","Business, finance and administration occupations [1]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105328080","10.3.26.5","27.10","A","","","2"
"2022-07","Alberta","2016A000248","Business, finance and administration occupations [1]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105328080","10.3.26.5","24.65","A","","","2"
"2022-10","Alberta","2016A000248","Business, finance and administration occupations [1]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105328080","10.3.26.5","30.05","A","","","2"
"2023-01","Alberta","2016A000248","Business, finance and administration occupations [1]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105328080","10.3.26.5","27.50","A","","","2"
"2023-04","Alberta","2016A000248","Business, finance and administration occupations [1]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105328080","10.3.26.5","28.70","A","","","2"
"2023-07","Alberta","2016A000248","Business, finance and administration occupations [1]","30 to 59 days","Average offered hourly wage","Dollars","81","units","0","v105328080","10.3.26.5","29.30","A","","","2"
"2015-01","Alberta","2016A000248","Business, finance and administration occupations [1]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105328083","10.3.27.5","","..","","","2"
"2015-04","Alberta","2016A000248","Business, finance and administration occupations [1]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105328083","10.3.27.5","21.55","C","","","2"
"2015-07","Alberta","2016A000248","Business, finance and administration occupations [1]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105328083","10.3.27.5","26.55","B","","","2"
"2015-10","Alberta","2016A000248","Business, finance and administration occupations [1]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105328083","10.3.27.5","25.95","B","","","2"
"2016-01","Alberta","2016A000248","Business, finance and administration occupations [1]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105328083","10.3.27.5","29.55","A","","","2"
"2016-04","Alberta","2016A000248","Business, finance and administration occupations [1]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105328083","10.3.27.5","28.55","B","","","2"
"2016-07","Alberta","2016A000248","Business, finance and administration occupations [1]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105328083","10.3.27.5","25.05","B","","","2"
"2016-10","Alberta","2016A000248","Business, finance and administration occupations [1]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105328083","10.3.27.5","22.95","B","","","2"
"2017-01","Alberta","2016A000248","Business, finance and administration occupations [1]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105328083","10.3.27.5","24.45","B","","","2"
"2017-04","Alberta","2016A000248","Business, finance and administration occupations [1]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105328083","10.3.27.5","27.95","B","","","2"
"2017-07","Alberta","2016A000248","Business, finance and administration occupations [1]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105328083","10.3.27.5","29.40","C","","","2"
"2017-10","Alberta","2016A000248","Business, finance and administration occupations [1]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105328083","10.3.27.5","26.10","A","","","2"
"2018-01","Alberta","2016A000248","Business, finance and administration occupations [1]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105328083","10.3.27.5","22.10","B","","","2"
"2018-04","Alberta","2016A000248","Business, finance and administration occupations [1]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105328083","10.3.27.5","25.10","A","","","2"
"2018-07","Alberta","2016A000248","Business, finance and administration occupations [1]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105328083","10.3.27.5","25.85","A","","","2"
"2018-10","Alberta","2016A000248","Business, finance and administration occupations [1]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105328083","10.3.27.5","27.00","A","","","2"
"2019-01","Alberta","2016A000248","Business, finance and administration occupations [1]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105328083","10.3.27.5","26.70","A","","","2"
"2019-04","Alberta","2016A000248","Business, finance and administration occupations [1]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105328083","10.3.27.5","23.75","B","","","2"
"2019-07","Alberta","2016A000248","Business, finance and administration occupations [1]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105328083","10.3.27.5","29.40","A","","","2"
"2019-10","Alberta","2016A000248","Business, finance and administration occupations [1]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105328083","10.3.27.5","27.90","A","","","2"
"2020-01","Alberta","2016A000248","Business, finance and administration occupations [1]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105328083","10.3.27.5","33.00","A","","","2"
"2020-10","Alberta","2016A000248","Business, finance and administration occupations [1]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105328083","10.3.27.5","25.55","A","","","2"
"2021-01","Alberta","2016A000248","Business, finance and administration occupations [1]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105328083","10.3.27.5","24.15","B","","","2"
"2021-04","Alberta","2016A000248","Business, finance and administration occupations [1]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105328083","10.3.27.5","24.45","A","","","2"
"2021-07","Alberta","2016A000248","Business, finance and administration occupations [1]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105328083","10.3.27.5","27.75","B","","","2"
"2021-10","Alberta","2016A000248","Business, finance and administration occupations [1]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105328083","10.3.27.5","25.30","A","","","2"
"2022-01","Alberta","2016A000248","Business, finance and administration occupations [1]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105328083","10.3.27.5","25.85","B","","","2"
"2022-04","Alberta","2016A000248","Business, finance and administration occupations [1]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105328083","10.3.27.5","24.45","A","","","2"
"2022-07","Alberta","2016A000248","Business, finance and administration occupations [1]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105328083","10.3.27.5","26.65","A","","","2"
"2022-10","Alberta","2016A000248","Business, finance and administration occupations [1]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105328083","10.3.27.5","27.10","B","","","2"
"2023-01","Alberta","2016A000248","Business, finance and administration occupations [1]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105328083","10.3.27.5","28.65","A","","","2"
"2023-04","Alberta","2016A000248","Business, finance and administration occupations [1]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105328083","10.3.27.5","31.10","A","","","2"
"2023-07","Alberta","2016A000248","Business, finance and administration occupations [1]","60 to 89 days","Average offered hourly wage","Dollars","81","units","0","v105328083","10.3.27.5","30.60","A","","","2"
"2015-01","Alberta","2016A000248","Business, finance and administration occupations [1]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105328086","10.3.28.5","","..","","","2"
"2015-04","Alberta","2016A000248","Business, finance and administration occupations [1]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105328086","10.3.28.5","26.20","B","","","2"
"2015-07","Alberta","2016A000248","Business, finance and administration occupations [1]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105328086","10.3.28.5","29.95","C","","","2"
"2015-10","Alberta","2016A000248","Business, finance and administration occupations [1]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105328086","10.3.28.5","24.90","A","","","2"
"2016-01","Alberta","2016A000248","Business, finance and administration occupations [1]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105328086","10.3.28.5","22.40","B","","","2"
"2016-04","Alberta","2016A000248","Business, finance and administration occupations [1]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105328086","10.3.28.5","28.00","B","","","2"
"2016-07","Alberta","2016A000248","Business, finance and administration occupations [1]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105328086","10.3.28.5","23.65","B","","","2"
"2016-10","Alberta","2016A000248","Business, finance and administration occupations [1]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105328086","10.3.28.5","24.40","A","","","2"
"2017-01","Alberta","2016A000248","Business, finance and administration occupations [1]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105328086","10.3.28.5","29.95","B","","","2"
"2017-04","Alberta","2016A000248","Business, finance and administration occupations [1]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105328086","10.3.28.5","28.80","B","","","2"
"2017-07","Alberta","2016A000248","Business, finance and administration occupations [1]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105328086","10.3.28.5","25.60","B","","","2"
"2017-10","Alberta","2016A000248","Business, finance and administration occupations [1]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105328086","10.3.28.5","24.20","B","","","2"
"2018-01","Alberta","2016A000248","Business, finance and administration occupations [1]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105328086","10.3.28.5","28.65","B","","","2"
"2018-04","Alberta","2016A000248","Business, finance and administration occupations [1]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105328086","10.3.28.5","26.05","A","","","2"
"2018-07","Alberta","2016A000248","Business, finance and administration occupations [1]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105328086","10.3.28.5","25.15","A","","","2"
"2018-10","Alberta","2016A000248","Business, finance and administration occupations [1]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105328086","10.3.28.5","29.55","B","","","2"
"2019-01","Alberta","2016A000248","Business, finance and administration occupations [1]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105328086","10.3.28.5","28.15","B","","","2"
"2019-04","Alberta","2016A000248","Business, finance and administration occupations [1]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105328086","10.3.28.5","29.95","B","","","2"
"2019-07","Alberta","2016A000248","Business, finance and administration occupations [1]","90 days or more","Average offered hourly wage","Dollars","81","units","0","v105328086","10.3.28.5","31.75","B","","","2"
